"","date","country","state","city","ibgeID","newDeaths","deaths","newCases","totalCases"
"3605","2020-04-01","Brazil","PR","Cascavel/PR",4104808,0,1,0,10
"3606","2020-04-01","Brazil","PA","Castanhal/PA",1502400,0,0,0,1
"3607","2020-04-01","Brazil","ES","Castelo/ES",3201407,0,0,1,2
"3608","2020-04-01","Brazil","PR","Castro/PR",4104907,0,0,0,1
"3609","2020-04-01","Brazil","GO","Catalão/GO",5205109,0,0,0,1
"3610","2020-04-01","Brazil","BA","Catu/BA",2907509,0,0,-1,0
"3611","2020-04-01","Brazil","CE","Caucaia/CE",2303709,0,0,0,1
"3612","2020-04-01","Brazil","RS","Caxias do Sul/RS",4305108,0,0,0,13
"3613","2020-04-01","Brazil","RN","Ceará-Mirim/RN",2402600,0,0,1,1
"3614","2020-04-01","Brazil","RS","Cerro Grande do Sul/RS",4305173,0,0,0,1
"3615","2020-04-01","Brazil","SC","Chapecó/SC",4204202,0,0,0,5
"3616","2020-04-01","Brazil","RS","Charqueadas/RS",4305355,0,0,0,1
"3617","2020-04-01","Brazil","PR","Cianorte/PR",4105508,0,0,1,8
"3618","2020-04-01","Brazil","GO","Cidade Ocidental/GO",5205497,0,0,1,1
"3619","2020-04-01","Brazil","BA","Coaraci/BA",2908002,0,0,0,1
"3620","2020-04-01","Brazil","PR","Colombo/PR",4105805,0,0,0,0
"3621","2020-04-01","Brazil","BA","Conceição do Jacuípe/BA",2908507,0,0,0,1
"3622","2020-04-01","Brazil","BA","Conde/BA",2908606,0,0,0,1
"3623","2020-04-01","Brazil","MG","Contagem/MG",3118601,0,0,2,7
"3624","2020-04-01","Brazil","PR","Contenda/PR",4106209,0,0,0,1
"3625","2020-04-01","Brazil","MG","Coronel Fabriciano/MG",3119401,0,0,0,1
"3626","2020-04-01","Brazil","SP","Cotia/SP",3513009,2,2,9,21
"3627","2020-04-01","Brazil","SC","Criciúma/SC",4204608,0,0,4,21
"3628","2020-04-01","Brazil","RS","Cruzeiro do Sul/RS",4306205,0,0,0,1
"3629","2020-04-01","Brazil","MT","Cuiabá/MT",5103403,0,0,1,19
"3630","2020-04-01","Brazil","PR","Curitiba/PR",4106902,0,0,10,97
"3631","2020-04-01","Brazil","SP","Diadema/SP",3513801,0,0,3,8
"3632","2020-04-01","Brazil","BA","Dias d'Ávila/BA",2910057,0,0,0,1
"3633","2020-04-01","Brazil","MG","Divinópolis/MG",3122306,0,0,4,13
"3634","2020-04-01","Brazil","RS","Dois Irmãos/RS",4306403,0,0,0,1
"3635","2020-04-01","Brazil","RS","Dom Pedrito/RS",4306601,0,0,0,1
"3636","2020-04-01","Brazil","MS","Dourados/MS",5003702,0,0,1,3
"3637","2020-04-01","Brazil","RJ","Duque de Caxias/RJ",3301702,0,0,1,6
"3638","2020-04-01","Brazil","RS","Eldorado do Sul/RS",4306767,0,0,0,1
"3639","2020-04-01","Brazil","SP","Embu das Artes/SP",3515004,0,1,1,8
"3640","2020-04-01","Brazil","RS","Erechim/RS",4307005,0,0,0,3
"3641","2020-04-01","Brazil","RS","Estrela/RS",4307807,0,0,0,1
"3642","2020-04-01","Brazil","RS","Estância Velha/RS",4307609,0,0,0,2
"3643","2020-04-01","Brazil","CE","Eusébio/CE",2304285,1,1,1,1
"3644","2020-04-01","Brazil","MG","Extrema/MG",3125101,0,0,0,1
"3645","2020-04-01","Brazil","RS","Farroupilha/RS",4307906,0,0,0,1
"3646","2020-04-01","Brazil","PR","Faxinal/PR",4107603,0,0,0,1
"3647","2020-04-01","Brazil","PR","Fazenda Rio Grande/PR",4107652,0,0,1,1
"3648","2020-04-01","Brazil","BA","Feira de Santana/BA",2910800,0,0,1,19
"3649","2020-04-01","Brazil","PE","Fernando de Noronha/PE",2605459,0,0,0,2
"3650","2020-04-01","Brazil","SP","Ferraz de Vasconcelos/SP",3515707,0,0,4,9
"3651","2020-04-01","Brazil","SC","Florianópolis/SC",4205407,0,0,2,60
"3652","2020-04-01","Brazil","CE","Fortaleza/CE",2304400,0,6,42,413
"3653","2020-04-01","Brazil","CE","Fortim/CE",2304459,0,0,0,1
"3654","2020-04-01","Brazil","PR","Foz do Iguaçu/PR",4108304,0,0,2,12
"3655","2020-04-01","Brazil","PR","Francisco Beltrão/PR",4108403,0,0,0,1
"3656","2020-04-01","Brazil","SP","Franco da Rocha/SP",3516408,0,0,1,4
"3657","2020-04-01","Brazil","RS","Garibaldi/RS",4308607,0,0,0,1
"3658","2020-04-01","Brazil","SC","Gaspar/SC",4205902,0,0,0,2
"3659","2020-04-01","Brazil","PE","Goiana/PE",2606200,0,1,0,1
"3660","2020-04-01","Brazil","GO","Goianésia/GO",5208608,0,0,0,1
"3661","2020-04-01","Brazil","PR","Goioerê/PR",4108601,0,0,1,1
"3662","2020-04-01","Brazil","GO","Goiânia/GO",5208707,0,0,3,42
"3663","2020-04-01","Brazil","MG","Governador Valadares/MG",3127701,0,0,0,2
"3664","2020-04-01","Brazil","SC","Gravatal/SC",4206207,0,0,0,3
"3665","2020-04-01","Brazil","RS","Gravataí/RS",4309209,0,0,3,4
"3666","2020-04-01","Brazil","RJ","Guapimirim/RJ",3301850,0,0,0,1
"3667","2020-04-01","Brazil","ES","Guarapari/ES",3202405,0,0,0,2
"3668","2020-04-01","Brazil","PR","Guarapuava/PR",4109401,0,0,0,1
"3669","2020-04-01","Brazil","SP","Guarujá/SP",3518701,0,0,0,1
"3670","2020-04-01","Brazil","SP","Guarulhos/SP",3518800,0,2,4,25
"3671","2020-04-01","Brazil","PR","Guaíra/PR",4108809,0,0,0,2
"3672","2020-04-01","Brazil","MG","Guimarânia/MG",3128907,0,0,0,1
"3673","2020-04-01","Brazil","GO","Hidrolândia/GO",5209705,0,0,0,0
"3674","2020-04-01","Brazil","SP","Hortolândia/SP",3519071,0,0,0,1
"3675","2020-04-01","Brazil","AL","INDEFINIDA/AL",27,0,0,0,4
"3676","2020-04-01","Brazil","BA","INDEFINIDA/BA",29,0,0,0,0
"3677","2020-04-01","Brazil","CE","INDEFINIDA/CE",23,0,0,0,0
"3678","2020-04-01","Brazil","ES","INDEFINIDA/ES",32,0,0,-1,0
"3679","2020-04-01","Brazil","GO","INDEFINIDA/GO",52,0,0,0,0
"3680","2020-04-01","Brazil","MG","INDEFINIDA/MG",31,0,0,-3,2
"3681","2020-04-01","Brazil","PE","INDEFINIDA/PE",26,0,1,0,5
"3682","2020-04-01","Brazil","PR","INDEFINIDA/PR",41,0,0,-1,5
"3683","2020-04-01","Brazil","RJ","INDEFINIDA/RJ",33,0,0,0,0
"3684","2020-04-01","Brazil","RN","INDEFINIDA/RN",24,0,0,0,2
"3685","2020-04-01","Brazil","SC","INDEFINIDA/SC",42,0,0,0,8
"3686","2020-04-01","Brazil","SP","INDEFINIDA/SP",35,-1,0,6,59
"3687","2020-04-01","Brazil","PR","Ibaiti/PR",4109708,0,0,1,1
"3688","2020-04-01","Brazil","PB","Igaracy/PB",2502607,0,0,0,1
"3689","2020-04-01","Brazil","BA","Ilhéus/BA",2913606,0,0,1,7
"3690","2020-04-01","Brazil","SC","Imbituba/SC",4207304,0,0,0,5
"3691","2020-04-01","Brazil","MA","Imperatriz/MA",2105302,0,0,1,1
"3692","2020-04-01","Brazil","SC","Indaial/SC",4207502,0,0,0,1
"3693","2020-04-01","Brazil","SP","Indaiatuba/SP",3520509,0,0,2,2
"3694","2020-04-01","Brazil","MG","Ipatinga/MG",3131307,0,0,0,1
"3695","2020-04-01","Brazil","BA","Ipiaú/BA",2913903,0,0,1,1
"3696","2020-04-01","Brazil","PE","Ipubi/PE",2607307,0,0,0,1
"3697","2020-04-01","Brazil","SP","Iracemápolis/SP",3521408,0,0,0,1
"3698","2020-04-01","Brazil","PR","Iretama/PR",4110805,0,0,0,1
"3699","2020-04-01","Brazil","RJ","Itaboraí/RJ",3301900,0,0,1,4
"3700","2020-04-01","Brazil","BA","Itabuna/BA",2914802,0,0,0,4
"3701","2020-04-01","Brazil","AM","Itacoatiara/AM",1301902,0,0,0,4
"3702","2020-04-01","Brazil","BA","Itagibá/BA",2915205,0,0,0,1
"3703","2020-04-01","Brazil","CE","Itaitinga/CE",2306256,0,0,0,1
"3704","2020-04-01","Brazil","PA","Itaituba/PA",1503606,0,0,0,1
"3705","2020-04-01","Brazil","SC","Itajaí/SC",4208203,0,0,0,18
"3706","2020-04-01","Brazil","BA","Itajuípe/BA",2915502,0,0,0,3
"3707","2020-04-01","Brazil","BA","Itamaraju/BA",2915601,0,0,0,1
"3708","2020-04-01","Brazil","SP","Itanhaém/SP",3522109,0,0,2,2
"3709","2020-04-01","Brazil","SP","Itapecerica da Serra/SP",3522208,0,0,1,4
"3710","2020-04-01","Brazil","SC","Itapema/SC",4208302,0,0,0,2
"3711","2020-04-01","Brazil","ES","Itapemirim/ES",3202801,0,0,0,1
"3712","2020-04-01","Brazil","SP","Itapevi/SP",3522505,0,0,0,6
"3713","2020-04-01","Brazil","SP","Itaquaquecetuba/SP",3523107,0,0,2,3
"3714","2020-04-01","Brazil","BA","Itororó/BA",2917102,0,0,0,1
"3715","2020-04-01","Brazil","GO","Itumbiara/GO",5211503,0,0,0,2
"3716","2020-04-01","Brazil","SP","Itupeva/SP",3524006,0,0,0,1
"3717","2020-04-01","Brazil","RS","Ivoti/RS",4310801,0,1,0,3
"3718","2020-04-01","Brazil","SC","Içara/SC",4207007,0,0,0,1
"3719","2020-04-01","Brazil","PE","Jaboatão dos Guararapes/PE",2607901,0,0,0,6
"3720","2020-04-01","Brazil","SP","Jaguariúna/SP",3524709,0,0,0,1
"3721","2020-04-01","Brazil","SC","Jaguaruna/SC",4208807,0,0,0,2
"3722","2020-04-01","Brazil","SP","Jandira/SP",3525003,0,0,0,2
"3723","2020-04-01","Brazil","SC","Jaraguá do Sul/SC",4208906,0,0,1,4
"3724","2020-04-01","Brazil","RO","Jaru/RO",1100114,0,0,0,1
"3725","2020-04-01","Brazil","GO","Jataí/GO",5211909,0,0,0,2
"3726","2020-04-01","Brazil","BA","Jequié/BA",2918001,0,0,0,1
"3727","2020-04-01","Brazil","RO","Ji-Paraná/RO",1100122,0,0,0,1
"3728","2020-04-01","Brazil","SC","Joinville/SC",4209102,0,1,0,14
"3729","2020-04-01","Brazil","PB","João Pessoa/PB",2507507,0,0,2,15
"3730","2020-04-01","Brazil","CE","Juazeiro do Norte/CE",2307304,0,0,0,1
"3731","2020-04-01","Brazil","BA","Juazeiro/BA",2918407,0,0,0,2
"3732","2020-04-01","Brazil","MG","Juiz de Fora/MG",3136702,0,0,1,24
"3733","2020-04-01","Brazil","SP","Jundiaí/SP",3525904,0,0,2,5
"3734","2020-04-01","Brazil","SC","Lages/SC",4209300,0,0,0,1
"3735","2020-04-01","Brazil","MG","Lagoa da Prata/MG",3137205,0,0,2,4
"3736","2020-04-01","Brazil","SC","Laguna/SC",4209409,0,0,0,1
"3737","2020-04-01","Brazil","RS","Lajeado/RS",4311403,0,0,0,5
"3738","2020-04-01","Brazil","PR","Lapa/PR",4113205,0,0,0,1
"3739","2020-04-01","Brazil","BA","Lauro de Freitas/BA",2919207,0,0,0,12
"3740","2020-04-01","Brazil","MG","Lavras/MG",3138203,0,0,1,1
"3741","2020-04-01","Brazil","SP","Lençóis Paulista/SP",3526803,0,0,0,1
"3742","2020-04-01","Brazil","SP","Limeira/SP",3526902,0,0,2,2
"3743","2020-04-01","Brazil","ES","Linhares/ES",3203205,0,0,3,7
"3744","2020-04-01","Brazil","PR","Londrina/PR",4113700,0,0,17,26
"3745","2020-04-01","Brazil","SP","Louveira/SP",3527306,0,0,0,1
"3746","2020-04-01","Brazil","GO","Luziânia/GO",5212501,0,1,0,1
"3747","2020-04-01","Brazil","RN","Luís Gomes/RN",2407005,0,0,0,1
"3748","2020-04-01","Brazil","AP","Macapá/AP",1600303,0,0,1,11
"3749","2020-04-01","Brazil","RJ","Macaé/RJ",3302403,0,0,0,1
"3750","2020-04-01","Brazil","RN","Macaíba/RN",2407104,0,0,0,1
"3751","2020-04-01","Brazil","AL","Maceió/AL",2704302,0,1,0,13
"3752","2020-04-01","Brazil","SP","Mairiporã/SP",3528502,0,0,0,2
"3753","2020-04-01","Brazil","AM","Manacapuru/AM",1302504,0,0,2,6
"3754","2020-04-01","Brazil","AM","Manaus/AM",1302603,0,2,20,179
"3755","2020-04-01","Brazil","RJ","Mangaratiba/RJ",3302601,0,0,0,1
"3756","2020-04-01","Brazil","MG","Manhuaçu/MG",3139409,0,0,0,1
"3757","2020-04-01","Brazil","PA","Marabá/PA",1504208,0,0,0,1
"3758","2020-04-01","Brazil","CE","Maracanaú/CE",2307650,0,0,0,1
"3759","2020-04-01","Brazil","CE","Maranguape/CE",2307700,0,0,0,1
"3760","2020-04-01","Brazil","RS","Marau/RS",4311809,0,0,1,2
"3761","2020-04-01","Brazil","PR","Marechal Cândido Rondon/PR",4114609,0,0,0,1
"3762","2020-04-01","Brazil","MG","Mariana/MG",3140001,1,1,0,2
"3763","2020-04-01","Brazil","RJ","Maricá/RJ",3302700,0,0,0,2
"3764","2020-04-01","Brazil","PR","Maringá/PR",4115200,0,2,1,10
"3765","2020-04-01","Brazil","PA","Marituba/PA",1504422,0,0,0,1
"3766","2020-04-01","Brazil","PR","Mariópolis/PR",4115309,0,0,0,1
"3767","2020-04-01","Brazil","PR","Matinhos/PR",4115705,0,0,0,1
"3768","2020-04-01","Brazil","SP","Matão/SP",3529302,0,0,0,1
"3769","2020-04-01","Brazil","CE","Mauriti/CE",2308104,0,0,0,1
"3770","2020-04-01","Brazil","SP","Mauá/SP",3529401,0,0,0,3
"3771","2020-04-01","Brazil","BA","Medeiros Neto/BA",2921104,0,0,0,1
"3772","2020-04-01","Brazil","PR","Medianeira/PR",4115804,0,0,0,1
"3773","2020-04-01","Brazil","RJ","Miguel Pereira/RJ",3302908,0,1,0,1
"3774","2020-04-01","Brazil","SP","Mogi Guaçu/SP",3530706,0,0,0,1
"3775","2020-04-01","Brazil","SP","Mogi das Cruzes/SP",3530607,0,0,1,11
"3776","2020-04-01","Brazil","RN","Monte Alegre/RN",2407807,0,0,0,1
"3777","2020-04-01","Brazil","RN","Mossoró/RN",2408003,0,1,3,20
"3778","2020-04-01","Brazil","MG","Muriaé/MG",3143906,0,0,0,1
"3779","2020-04-01","Brazil","RN","Natal/RN",2408102,1,1,6,48
"3780","2020-04-01","Brazil","SC","Navegantes/SC",4211306,0,0,0,3
"3781","2020-04-01","Brazil","RJ","Niterói/RJ",3303302,0,1,5,62
"3782","2020-04-01","Brazil","SE","Nossa Senhora da Glória/SE",2804508,0,0,0,1
"3783","2020-04-01","Brazil","MS","Nova Andradina/MS",5006200,0,0,0,2
"3784","2020-04-01","Brazil","RJ","Nova Iguaçu/RJ",3303500,0,0,0,7
"3785","2020-04-01","Brazil","MG","Nova Lima/MG",3144805,0,0,-1,19
"3786","2020-04-01","Brazil","MT","Nova Monte Verde/MT",5108956,0,0,0,1
"3787","2020-04-01","Brazil","SP","Nova Odessa/SP",3533403,0,0,0,1
"3788","2020-04-01","Brazil","RS","Nova Palma/RS",4313102,0,0,0,1
"3789","2020-04-01","Brazil","BA","Nova Soure/BA",2922904,0,0,0,1
"3790","2020-04-01","Brazil","AM","Novo Airão/AM",1303205,0,0,0,1
"3791","2020-04-01","Brazil","RS","Novo Hamburgo/RS",4313409,0,1,1,3
"3792","2020-04-01","Brazil","PE","Olinda/PE",2609600,1,1,0,5
"3793","2020-04-01","Brazil","SP","Osasco/SP",3534401,0,2,10,43
"3794","2020-04-01","Brazil","RS","Osório/RS",4313508,0,0,0,1
"3795","2020-04-01","Brazil","PE","Palmares/PE",2610004,0,0,0,1
"3796","2020-04-01","Brazil","TO","Palmas/TO",1721000,0,0,0,9
"3797","2020-04-01","Brazil","SC","Papanduva/SC",4212205,0,0,0,2
"3798","2020-04-01","Brazil","GO","Paranaiguara/GO",5216304,0,0,0,1
"3799","2020-04-01","Brazil","PR","Paranavaí/PR",4118402,0,0,0,2
"3800","2020-04-01","Brazil","PA","Parauapebas/PA",1505536,0,0,0,1
"3801","2020-04-01","Brazil","RS","Paraí/RS",4314001,0,0,0,1
"3802","2020-04-01","Brazil","AM","Parintins/AM",1303403,0,1,0,3
"3803","2020-04-01","Brazil","RN","Parnamirim/RN",2403251,0,0,1,11
"3804","2020-04-01","Brazil","PI","Parnaíba/PI",2207702,0,1,0,1
"3805","2020-04-01","Brazil","RN","Passa e Fica/RN",2409100,0,0,0,1
"3806","2020-04-01","Brazil","RS","Passo Fundo/RS",4314100,0,0,0,1
"3807","2020-04-01","Brazil","PR","Pato Branco/PR",4118501,0,0,0,2
"3808","2020-04-01","Brazil","PB","Patos/PB",2510808,0,1,0,1
"3809","2020-04-01","Brazil","MG","Patrocínio/MG",3148103,0,0,0,1
"3810","2020-04-01","Brazil","SP","Paulínia/SP",3536505,0,0,0,1
"3811","2020-04-01","Brazil","PR","Peabiru/PR",4118808,0,0,0,1
"3812","2020-04-01","Brazil","RS","Pelotas/RS",4314407,0,0,0,2
"3813","2020-04-01","Brazil","SP","Penápolis/SP",3537305,0,0,0,1
"3814","2020-04-01","Brazil","SC","Pescaria Brava/SC",4212650,0,0,0,1
"3815","2020-04-01","Brazil","PE","Petrolina/PE",2611101,0,0,0,2
"3816","2020-04-01","Brazil","RJ","Petrópolis/RJ",3303906,0,1,0,5
"3817","2020-04-01","Brazil","PR","Pinhais/PR",4119152,0,0,1,5
"3818","2020-04-01","Brazil","SP","Piracicaba/SP",3538709,0,0,0,5
"3819","2020-04-01","Brazil","SP","Pirajuí/SP",3538907,0,0,0,1
"3820","2020-04-01","Brazil","RS","Piratini/RS",4314605,0,0,0,1
"3821","2020-04-01","Brazil","BA","Pojuca/BA",2925204,0,0,0,1
"3822","2020-04-01","Brazil","SC","Pomerode/SC",4213203,0,0,0,1
"3823","2020-04-01","Brazil","PR","Ponta Grossa/PR",4119905,0,0,0,3
"3824","2020-04-01","Brazil","MS","Ponta Porã/MS",5006606,0,0,0,1
"3825","2020-04-01","Brazil","AC","Porto Acre/AC",1200807,0,0,0,1
"3826","2020-04-01","Brazil","RS","Porto Alegre/RS",4314902,1,3,0,190
"3827","2020-04-01","Brazil","SC","Porto Belo/SC",4213500,0,1,0,4
"3828","2020-04-01","Brazil","SP","Porto Feliz/SP",3540606,0,0,1,1
"3829","2020-04-01","Brazil","AL","Porto Real do Colégio/AL",2707503,0,0,0,1
"3830","2020-04-01","Brazil","BA","Porto Seguro/BA",2925303,0,0,0,10
"3831","2020-04-01","Brazil","RO","Porto Velho/RO",1100205,0,1,0,7
"3832","2020-04-01","Brazil","MG","Pouso Alegre/MG",3152501,0,0,1,1
"3833","2020-04-01","Brazil","SP","Poá/SP",3539806,0,0,0,1
"3834","2020-04-01","Brazil","MG","Poços de Caldas/MG",3151800,0,0,0,2
"3835","2020-04-01","Brazil","BA","Prado/BA",2925501,0,0,0,3
"3836","2020-04-01","Brazil","SP","Praia Grande/SP",3541000,0,0,1,1
"3837","2020-04-01","Brazil","SE","Propriá/SE",2805703,0,0,0,2
"3838","2020-04-01","Brazil","PR","Quatiguá/PR",4120705,0,0,1,2
"3839","2020-04-01","Brazil","PR","Quatro Barras/PR",4120804,0,0,0,1
"3840","2020-04-01","Brazil","RJ","Queimados/RJ",3304144,0,0,0,1
"3841","2020-04-01","Brazil","CE","Quixadá/CE",2311306,0,0,0,2
"3842","2020-04-01","Brazil","SC","Rancho Queimado/SC",4214300,0,0,0,2
"3843","2020-04-01","Brazil","PE","Recife/PE",2611606,1,5,6,64
"3844","2020-04-01","Brazil","RJ","Resende/RJ",3304201,0,0,0,2
"3845","2020-04-01","Brazil","SP","Ribeirão Pires/SP",3543303,0,0,0,1
"3846","2020-04-01","Brazil","SP","Ribeirão Preto/SP",3543402,0,1,2,8
"3847","2020-04-01","Brazil","RJ","Rio Bonito/RJ",3304300,0,1,0,2
"3848","2020-04-01","Brazil","PR","Rio Branco do Sul/PR",4122206,0,0,0,1
"3849","2020-04-01","Brazil","AC","Rio Branco/AC",1200401,0,0,0,34
"3850","2020-04-01","Brazil","SP","Rio Claro/SP",3543907,0,0,0,1
"3851","2020-04-01","Brazil","RS","Rio Grande/RS",4315602,0,0,0,2
"3852","2020-04-01","Brazil","PR","Rio Negro/PR",4122305,0,0,0,1
"3853","2020-04-01","Brazil","MS","Rio Verde de Mato Grosso/MS",5007406,0,0,0,1
"3854","2020-04-01","Brazil","GO","Rio Verde/GO",5218805,0,0,0,7
"3855","2020-04-01","Brazil","RJ","Rio das Ostras/RJ",3304524,1,1,1,3
"3856","2020-04-01","Brazil","RJ","Rio de Janeiro/RJ",3304557,2,20,111,697
"3857","2020-04-01","Brazil","RS","Rolante/RS",4316006,0,0,0,1
"3858","2020-04-01","Brazil","MT","Rondonópolis/MT",5107602,0,0,1,5
"3859","2020-04-01","Brazil","MG","Sabará/MG",3156700,0,0,1,4
"3860","2020-04-01","Brazil","SP","Salto de Pirapora/SP",3545308,0,0,0,1
"3861","2020-04-01","Brazil","BA","Salvador/BA",2927408,0,2,21,153
"3862","2020-04-01","Brazil","RS","Sant'Ana do Livramento/RS",4317103,0,0,1,5
"3863","2020-04-01","Brazil","SP","Santa Isabel/SP",3546801,0,0,0,1
"3864","2020-04-01","Brazil","MG","Santa Luzia/MG",3157807,0,0,0,1
"3865","2020-04-01","Brazil","RS","Santa Maria/RS",4316907,0,0,0,2
"3866","2020-04-01","Brazil","CE","Santa Quitéria/CE",2312205,0,1,0,1
"3867","2020-04-01","Brazil","RS","Santa Rosa/RS",4317202,0,0,0,1
"3868","2020-04-01","Brazil","ES","Santa Teresa/ES",3204609,0,0,0,1
"3869","2020-04-01","Brazil","SP","Santana de Parnaíba/SP",3547304,0,0,1,18
"3870","2020-04-01","Brazil","PA","Santarém/PA",1506807,1,1,1,1
"3871","2020-04-01","Brazil","RS","Santiago/RS",4317400,0,0,0,1
"3872","2020-04-01","Brazil","SP","Santo André/SP",3547809,1,2,3,51
"3873","2020-04-01","Brazil","RS","Santo Antônio da Patrulha/RS",4317608,0,0,0,1
"3874","2020-04-01","Brazil","AM","Santo Antônio do Içá/AM",1303700,0,0,3,4
"3875","2020-04-01","Brazil","SP","Santos/SP",3548500,0,0,9,23
"3876","2020-04-01","Brazil","RS","Sapiranga/RS",4319901,0,0,0,1
"3877","2020-04-01","Brazil","RS","Serafina Corrêa/RS",4320404,0,0,0,3
"3878","2020-04-01","Brazil","RJ","Seropédica/RJ",3305554,0,0,0,1
"3879","2020-04-01","Brazil","MG","Serra do Salitre/MG",3166808,0,0,0,1
"3880","2020-04-01","Brazil","ES","Serra/ES",3205002,0,0,8,22
"3881","2020-04-01","Brazil","MG","Sete Lagoas/MG",3167202,0,0,0,2
"3882","2020-04-01","Brazil","SC","Siderópolis/SC",4217600,0,0,0,2
"3883","2020-04-01","Brazil","MS","Sidrolândia/MS",5007901,0,0,0,1
"3884","2020-04-01","Brazil","GO","Silvânia/GO",5220603,0,0,0,1
"3885","2020-04-01","Brazil","CE","Sobral/CE",2312908,0,0,0,5
"3886","2020-04-01","Brazil","SP","Sorocaba/SP",3552205,0,1,0,3
"3887","2020-04-01","Brazil","PB","Sousa/PB",2516201,0,0,0,1
"3888","2020-04-01","Brazil","SP","Suzano/SP",3552502,1,1,3,4
"3889","2020-04-01","Brazil","SP","São Bernardo do Campo/SP",3548708,1,2,8,52
"3890","2020-04-01","Brazil","SP","São Caetano do Sul/SP",3548807,0,1,2,32
"3891","2020-04-01","Brazil","RS","São Domingos do Sul/RS",4318051,0,0,0,1
"3892","2020-04-01","Brazil","BA","São Domingos/BA",2928950,0,0,0,1
"3893","2020-04-01","Brazil","SC","São Francisco do Sul/SC",4216206,0,0,0,1
"3894","2020-04-01","Brazil","RN","São Gonçalo do Amarante/RN",2412005,0,0,0,1
"3895","2020-04-01","Brazil","RJ","São Gonçalo/RJ",3304904,1,1,2,11
"3896","2020-04-01","Brazil","RN","São José de Mipibu/RN",2412203,0,0,0,1
"3897","2020-04-01","Brazil","PI","São José do Divino/PI",2210052,0,1,0,1
"3898","2020-04-01","Brazil","SP","São José do Rio Pardo/SP",3549706,0,0,0,1
"3899","2020-04-01","Brazil","SP","São José do Rio Preto/SP",3549805,0,0,1,7
"3900","2020-04-01","Brazil","SP","São José dos Campos/SP",3549904,0,0,3,12
"3901","2020-04-01","Brazil","PR","São José dos Pinhais/PR",4125506,0,0,1,4
"3902","2020-04-01","Brazil","SC","São José/SC",4216602,0,0,0,10
"3903","2020-04-01","Brazil","RJ","São João de Meriti/RJ",3305109,0,0,1,2
"3904","2020-04-01","Brazil","MG","São João del Rei/MG",3162500,0,0,0,2
"3905","2020-04-01","Brazil","RS","São Leopoldo/RS",4318705,0,0,0,4
"3906","2020-04-01","Brazil","PE","São Lourenço da Mata/PE",2613701,0,0,0,3
"3907","2020-04-01","Brazil","SC","São Lourenço do Oeste/SC",4216909,0,0,0,1
"3908","2020-04-01","Brazil","SC","São Ludgero/SC",4217006,0,0,0,1
"3909","2020-04-01","Brazil","MA","São Luís/MA",2111300,0,1,17,68
"3910","2020-04-01","Brazil","ES","São Mateus/ES",3204906,0,0,2,3
"3911","2020-04-01","Brazil","SP","São Paulo/SP",3550308,23,144,533,2418
"3912","2020-04-01","Brazil","RJ","São Pedro da Aldeia/RJ",3305208,0,0,0,1
"3913","2020-04-01","Brazil","SC","São Pedro de Alcântara/SC",4217253,0,0,0,1
"3914","2020-04-01","Brazil","SP","São Pedro/SP",3550407,0,0,0,1
"3915","2020-04-01","Brazil","ES","São Roque do Canaã/ES",3204955,0,0,0,1
"3916","2020-04-01","Brazil","RS","São Sebastião do Caí/RS",4319505,0,0,2,2
"3917","2020-04-01","Brazil","SP","São Sebastião/SP",3550704,1,1,1,3
"3918","2020-04-01","Brazil","SP","São Vicente/SP",3551009,0,0,1,2
"3919","2020-04-01","Brazil","SP","Taboão da Serra/SP",3552809,0,1,10,22
"3920","2020-04-01","Brazil","MT","Tangará da Serra/MT",5107958,0,0,1,1
"3921","2020-04-01","Brazil","RS","Taquara/RS",4321204,0,0,0,1
"3922","2020-04-01","Brazil","RS","Taquari/RS",4321303,0,0,0,1
"3923","2020-04-01","Brazil","SP","Tatuí/SP",3554003,0,0,0,1
"3924","2020-04-01","Brazil","SP","Taubaté/SP",3554102,0,0,0,1
"3925","2020-04-01","Brazil","BA","Teixeira de Freitas/BA",2931350,0,0,1,2
"3926","2020-04-01","Brazil","PR","Telêmaco Borba/PR",4127106,0,0,0,2
"3927","2020-04-01","Brazil","PI","Teresina/PI",2211001,0,2,1,17
"3928","2020-04-01","Brazil","RJ","Teresópolis/RJ",3305802,0,0,0,1
"3929","2020-04-01","Brazil","PR","Terra Rica/PR",4127304,0,0,0,1
"3930","2020-04-01","Brazil","CE","Tianguá/CE",2313401,1,1,1,1
"3931","2020-04-01","Brazil","RN","Tibau/RN",2411056,0,0,0,1
"3932","2020-04-01","Brazil","SC","Tijucas/SC",4218004,0,0,0,1
"3933","2020-04-01","Brazil","SC","Timbé do Sul/SC",4218103,0,0,0,1
"3934","2020-04-01","Brazil","MG","Timóteo/MG",3168705,0,0,0,1
"3935","2020-04-01","Brazil","RS","Torres/RS",4321501,0,0,0,7
"3936","2020-04-01","Brazil","GO","Trindade/GO",5221403,0,0,1,1
"3937","2020-04-01","Brazil","MS","Três Lagoas/MS",5008305,0,0,1,1
"3938","2020-04-01","Brazil","SC","Tubarão/SC",4218707,0,0,1,10
"3939","2020-04-01","Brazil","PA","Tucuruí/PA",1508100,0,0,0,1
"3940","2020-04-01","Brazil","MG","Uberaba/MG",3170107,0,0,0,3
"3941","2020-04-01","Brazil","MG","Uberlândia/MG",3170206,0,0,4,14
